year	year_id	team_id	team_name	jersey_number	summary_type	class_year	position	height	games_played	games_started	minutes_played	field_goals_made	field_goals_attempted	field_goal_percentage	three_point_field_goals	three_point_field_goals_attempted	three_point_field_goal_percentage	free_throws	free_throws_attempted	free_throw_percentage	points	point_per_game	offensive_rebounds	defensive_rebounds	total_rebounds	rebounds_per_game	assists	turnovers	steals	blocks	fouls	double_doubles	triple_doubles	dq
2017	12426	4	Adrian	-	TEAM	-	-	-	-	-	65	22	""	0	0	1	0.000	1	""	""	""	27	""	""	""	""	""	""
2017	12426	4	Adrian	-	Totals	-	-	-	-	-	113	""	""	1,267	598	4,165	0.161	1,173	166	190	1,968	172	35	350	34	1,643.0	32	""
2017	12426	4	Adrian	-	Opponent Totals	-	-	-	-	-	113	""	""	1,354	667	4,290	0.160	1,266	172	185	1,943	166	28	362	42	1,735.0	60	""
2017	12426	11324	Agnes Scott	-	TEAM	-	-	-	-	-	26	17	""	0	2	2	-1.000	""	""	""	""	21	""	""	""	""	""	""
2017	12426	11324	Agnes Scott	-	Totals	-	-	-	-	-	93	""	""	934	437	2,914	0.171	879	181	135	1,356	201	32	104	64	1,199.0	29	""
2017	12426	11324	Agnes Scott	-	Opponent Totals	-	-	-	-	-	93	""	""	980	434	2,790	0.196	899	193	193	1,270	168	56	152	68	1,305.0	21	""
2017	12426	2798	Albertus Magnus	-	TEAM	-	-	-	-	-	36	19	""	0	0	0	""	""	""	""	""	44	""	""	""	""	""	""
2017	12426	2798	Albertus Magnus	-	Totals	-	-	-	-	-	89	""	""	633	490	2,465	0.058	556	219	221	1,227	342	34	22	36	897.0	69	""
2017	12426	2798	Albertus Magnus	-	Opponent Totals	-	-	-	-	-	89	""	""	771	433	2,512	0.135	703	342	228	1,230	219	53	70	36	1,201.0	41	""
2017	12426	15	Albion	-	TEAM	-	-	-	-	-	19	6	""	0	0	0	""	""	""	""	""	8	""	""	""	""	""	""
2017	12426	15	Albion	-	Totals	-	-	-	-	-	107	""	""	1,244	578	4,109	0.162	1,137	192	213	2,044	155	54	265	46	1,622.5	31	""
2017	12426	15	Albion	-	Opponent Totals	-	-	-	-	-	107	""	""	1,144	606	4,111	0.131	1,078	162	167	2,047	188	62	235	45	1,485.5	46	""
2017	12426	16	Albright	-	TEAM	-	-	-	-	-	31	16	""	0	0	0	""	""	""	1	""	24	""	""	""	""	""	""
2017	12426	16	Albright	-	Totals	-	-	-	-	-	80	""	""	756	376	2,522	0.151	635	176	114	1,243	175	54	56	41	1,014.0	29	""
2017	12426	16	Albright	-	Opponent Totals	-	-	-	-	-	80	""	""	853	421	2,639	0.164	781	179	166	1,216	168	29	145	32	1,133.5	44	""
2017	12426	18	Alfred	-	TEAM	-	-	-	-	-	15	9	""	0	0	0	""	""	""	1	""	9	""	""	""	""	""	""
2017	12426	18	Alfred	-	Totals	-	-	-	-	-	114	""	""	1,081	580	3,598	0.139	983	235	199	1,753	202	53	210	86	1,474.0	56	""
2017	12426	18	Alfred	-	Opponent Totals	-	-	-	-	-	114	""	""	1,277	550	3,614	0.201	1,192	229	264	1,644	233	70	239	50	1,695.5	61	""
2017	12426	30170	Alfred St.	-	TEAM	-	-	-	-	-	30	11	""	0	0	0	""	""	""	""	""	17	""	""	""	""	""	""
2017	12426	30170	Alfred St.	-	Totals	-	-	-	-	-	104	""	""	1,179	421	3,085	0.246	1,093	307	253	1,616	125	98	131	59	1,649.5	95	""
2017	12426	30170	Alfred St.	-	Opponent Totals	-	-	-	-	-	104	""	""	821	519	2,966	0.102	749	136	213	1,327	280	67	121	75	1,084.5	51	""
2017	12426	19	Allegheny	-	TEAM	-	-	-	-	-	15	9	""	0	0	0	""	""	""	""	""	13	""	""	""	""	""	""
2017	12426	19	Allegheny	-	Totals	-	-	-	-	-	87	""	""	928	484	3,160	0.141	863	166	145	1,540	153	56	148	9	1,224.0	23	""
2017	12426	19	Allegheny	-	Opponent Totals	-	-	-	-	-	87	""	""	1,013	456	3,139	0.177	921	144	134	1,491	158	23	201	48	1,280.5	40	""
2017	12426	21	Alma	-	TEAM	-	-	-	-	-	24	17	1	0	0	0	""	""	""	""	""	18	""	1	""	0.5	""	""
2017	12426	21	Alma	-	Totals	-	-	-	-	-	99	""	""	1,072	572	3,463	0.144	996	147	174	1,605	177	44	288	61	1,407.0	59	""
2017	12426	21	Alma	-	Opponent Totals	-	-	-	-	-	99	""	""	1,104	544	3,485	0.161	1,029	177	196	1,569	147	37	232	23	1,434.0	48	""
2017	12426	938	Alvernia	-	TEAM	-	-	-	-	-	53	19	""	0	0	0	""	""	""	""	""	9	""	""	""	""	""	""
2017	12426	938	Alvernia	-	Totals	-	-	-	-	-	100	""	""	1,068	567	3,306	0.152	998	197	222	1,522	204	45	216	36	1,418.0	61	""
2017	12426	938	Alvernia	-	Opponent Totals	-	-	-	-	-	100	""	""	1,026	523	3,183	0.158	942	191	165	1,514	188	40	203	27	1,358.5	42	""
2017	12426	28746	Alverno	-	TEAM	-	-	-	-	-	23	12	""	0	0	0	""	""	""	""	""	13	""	""	""	""	""	""
2017	12426	28746	Alverno	-	Totals	-	-	-	-	-	94	""	""	696	594	2,546	0.040	633	165	267	1,090	249	27	141	48	958.5	89	""
2017	12426	28746	Alverno	-	Opponent Totals	-	-	-	-	-	94	""	""	938	401	2,534	0.212	834	230	230	1,131	165	56	221	26	1,334.5	26	""
